SCH_YEAR,CNTYNO,CNTYNAME,DIST_NUMBER,DIST_NAME,SCH_NUMBER,SCH_NAME,SCH_CD,STATE_SCH_ID,NCESID,SCH_TYPE,LOW_GRADE,HIGH_GRADE,TITLE1_STATUS,MEMBERSHIP,CONTACT_NAME,ADDRESS,ADDRESS2,PO_BOX,CITY,STATE,ZIPCODE,PHONE,FAX,LATITUDE,LONGITUDE,COOP,COOP_CODE
20162017,034,FAYETTE,165,Fayette County,055,Booker T Washington Elementary School,165055,034165055,,A1,Preschool,5th,Title 1 Eligible - Schoolwide School,300,Veda Stewart,707 Howard Street,,,Lexington,KY,40508,(859) 381-3263,(859) 381-3267,38.069086,-84.500825,CKEC,901
20162017,034,FAYETTE,165,Fayette County,170,Bryan Station High School,165170,034165170,210186000388,A1,9th,12th,Title 1 Eligible - Schoolwide School,"1,831",Mr. James McMillin,201 Eastin Rd,,,Lexington,KY,40505,(859) 381-3308,(859) 381-3331,38.067239,-84.456803,CKEC,901
20162017,034,FAYETTE,165,Fayette County,030,Bryan Station Middle School,165030,034165030,210186000358,A1,6th,8th,Title 1 Eligible - Schoolwide School,666,Robin Kirby,1865 Wickland Dr,,,Lexington,KY,40505,(859) 381-3288,(859) 381-3292,38.066559,-84.453177,CKEC,901
20162017,034,FAYETTE,165,Fayette County,240,Cardinal Valley Elementary School,165240,034165240,210186000392,A1,Preschool,5th,Title 1 Eligible - Schoolwide School,597,Kevin Disney,218 Mandalay Rd,,,Lexington,KY,40504,(859) 381-3340,(859) 381-3341,38.054259,-84.543293,CKEC,901
20162017,034,FAYETTE,165,Fayette County,275,Carter G. Woodson Academy,165275,034165275,210186002323,A5,6th,12th,Not a Title 1 School,192,Jaynae Boateng,1813 Charleston Drive,,,Lexington,KY,40505,(859) 381-3370,,38.051727,-84.431768,CKEC,901
20162017,034,FAYETTE,165,Fayette County,032,Cassidy Elementary School,165032,034165032,210186000359,A1,Entry,5th,Not a Title 1 School,735,Mrs. Rhonda Fister,1125 Tates Creek Road,,,Lexington,KY,40502,(859) 381-3018,(859) 381-3019,38.025101,-84.49066,CKEC,901
20162017,034,FAYETTE,165,Fayette County,120,Clays Mill Elementary School,165120,034165120,210186000384,A1,Entry,5th,Not a Title 1 School,559,Grant Davis,2319 Clays Mill Rd,,,Lexington,KY,40503,(859) 381-3355,(859) 381-3359,38.017919,-84.537004,CKEC,901
20162017,034,FAYETTE,165,Fayette County,098,Coventry Oak Elementary,165098,034165098,,A1,Preschool,5th,Title 1 Eligible - Schoolwide School,543,Shamiah Ford,2441 Huntly Place,,,Lexington,KY,40511,(859) 381-4169,,38.103278,-84.512325,CKEC,901
20162017,034,FAYETTE,165,Fayette County,025,Crawford Middle School,165025,034165025,210186000357,A1,6th,8th,Title 1 Eligible - Schoolwide School,482,Michael Jones,1813 Charleston Dr,,,Lexington,KY,40505,(859) 381-3370,(859) 381-3378,38.05138,-84.430937,CKEC,901
20162017,034,FAYETTE,165,Fayette County,035,Deep Springs Elementary School,165035,034165035,210186000360,A1,Preschool,5th,Title 1 Eligible - Schoolwide School,535,Mr. Adam Kirk,1919 Brynell Drive,,,Lexington,KY,40505,(859) 381-3069,(859) 381-3364,38.061049,-84.446154,CKEC,901
20162017,034,FAYETTE,165,Fayette County,036,Dixie Elementary Magnet School,165036,034165036,210186000361,A1,Preschool,5th,Title 1 Eligible - Schoolwide School,525,Ms. Robin Steiner,1940 Eastland Pkwy,,,Lexington,KY,40505,(859) 381-3116,(859) 381-3127,38.053805,-84.43766,CKEC,901
20162017,034,FAYETTE,165,Fayette County,905,Eastside Technical Center,165905,034165905,210186001564,A2,9th,12th,Not a Title 1 School,546,Wade Stanfield,2208 Liberty Rd,,,Lexington,KY,40505,(859) 381-3740,(859) 381-3747,38.025594,-84.446797,CKEC,901
20162017,034,FAYETTE,165,Fayette County,034,Edythe Jones Hayes Middle School,165034,034165034,210186001957,A1,6th,8th,Title 1 Eligible - No Program,"1,213",Mr. Harold Hoskins,260 Richardson Place,,,Lexington,KY,40509,(859) 381-4920,(859) 381-4937,37.980379,-84.411338,CKEC,901
20162017,034,FAYETTE,165,Fayette County,066,Family Care Center,165066,034165066,210186002325,A5,9th,12th,Not a Title 1 School,28,Joel Katte,1135 Red Mile Pl,,,Lexington,KY,40504,(859) 218-2273,,38.046323,-84.525421,CKEC,901
20162017,034,FAYETTE,165,Fayette County,898,Fayette County Learning Center,165898,034165898,210186002251,A5,8th,12th,Not a Title 1 School,160,Chris Salyers,475 Price Road,,,Lexington,KY,40508,(859) 381-0597,(859) 246-1135,38.103653,-84.516628,CKEC,901
20162017,034,FAYETTE,165,Fayette County,102,Fayette Regional Juvenile Det Ctr,165102,034165102,210186002025,A6,6th,12th,Not a Title 1 School,35,Joel Katte,3475 Spurr Rd,,,Lexington,KY,40511,(859) 246-2806,(859) 246-2617,38.112322457,-84.546383462,CKEC,901
20162017,034,FAYETTE,165,Fayette County,037,Garden Springs Elementary School,165037,034165037,210186000362,A1,Entry,5th,Title 1 Eligible - Schoolwide School,481,Joey Sheroan,2151 Garden Springs Dr,,,Lexington,KY,40504,(859) 381-3388,(859) 381-3400,38.025941,-84.54829,CKEC,901
20162017,034,FAYETTE,165,Fayette County,099,Garrett Morgan Elementary,165099,034165099,,A1,Entry,5th,Not a Title 1 School,629,Sarah Woodford,1150 Passage Mound Way,,,Lexington,KY,40509,(859) 381-4169,,38.006605,-84.401432,CKEC,901
20162017,034,FAYETTE,165,Fayette County,150,Glendover Elementary School,165150,034165150,210186000386,A1,Entry,5th,Title 1 Eligible - Schoolwide School,592,Dr. Catherine Fine,710 Glendover Rd,,,Lexington,KY,40502,(859) 381-3403,(859) 381-3417,38.008018,-84.502118,CKEC,901
20162017,034,FAYETTE,165,Fayette County,038,Harrison Elementary School,165038,034165038,210186000363,A1,Entry,5th,Title 1 Eligible - Schoolwide School,290,Tammie Franks,161 Bruce St,,,Lexington,KY,40507,(859) 381-3418,(859) 381-3286,38.052353,-84.500493,CKEC,901
20162017,034,FAYETTE,165,Fayette County,039,Henry Clay High School,165039,034165039,210186000364,A1,9th,12th,Title 1 Eligible - No Program,"2,367",Robert Little,2100 Fontaine Rd,,,Lexington,KY,40502,(859) 381-3423,(859) 381-3430,38.01655,-84.469998,CKEC,901
20162017,034,FAYETTE,165,Fayette County,190,James Lane Allen Elementary School,165190,034165190,210186000390,A1,Preschool,5th,Title 1 Eligible - Schoolwide School,487,Gregory Williams,1901 Appomattox Rd,,,Lexington,KY,40504,(859) 381-3456,(859) 381-3459,38.036623,-84.549205,CKEC,901
20162017,034,FAYETTE,165,Fayette County,225,Jessie M Clark Middle School,165225,034165225,210186000391,A1,6th,8th,Title 1 Eligible - No Program,"1,011",Jennifer Kendall,3341 Clays Mill Rd,,,Lexington,KY,40503,(859) 381-3036,(859) 381-3037,37.998559,-84.547787,CKEC,901
20162017,034,FAYETTE,165,Fayette County,620,Julius Marks Elementary School,165620,034165620,210186000395,A1,Preschool,5th,Title 1 Eligible - Schoolwide School,679,Rebecca Puckett,3277 Pepperhill Rd,,,Lexington,KY,40502,(859) 381-3470,(859) 381-3472,37.998879,-84.49146,CKEC,901
20162017,034,FAYETTE,165,Fayette County,060,Lafayette High School,165060,034165060,210186000367,A1,9th,12th,Title 1 Eligible - No Program,"2,157",Bryne Jacobs,401 Reed Ln,,,Lexington,KY,40503,(859) 381-3474,(859) 381-3487,38.025351,-84.525759,CKEC,901
20162017,034,FAYETTE,165,Fayette County,062,Lansdowne Elementary School,165062,034165062,210186000368,A1,Entry,5th,Title 1 Eligible - Schoolwide School,664,Jennifer Fish,336 Redding Rd,,,Lexington,KY,40517,(859) 381-3500,(859) 381-3711,37.98984,-84.510652,CKEC,901
20162017,034,FAYETTE,165,Fayette County,065,Leestown Middle School,165065,034165065,210186000369,A1,6th,8th,Title 1 Eligible - Schoolwide School,890,Cynthia Lawson,2010 Leestown Rd,,,Lexington,KY,40511,(859) 381-3181,(859) 381-3180,38.071759,-84.533787,CKEC,901
20162017,034,FAYETTE,165,Fayette County,651,Lexington Day Treatment,165651,034165651,210186001480,A6,6th,12th,Not a Title 1 School,34,Joel Katte,701 E Main St,,,Lexington,KY,40504,(859) 381-4100,(859) 231-1213,38.036173,-84.485289,CKEC,901
20162017,034,FAYETTE,165,Fayette County,067,Lexington Trad Magnet School,165067,034165067,210186000370,A1,6th,8th,Title 1 Eligible - Schoolwide School,494,Larry Caudill,350 N Limestone St,,,Lexington,KY,40508,(859) 381-3192,(859) 381-3199,38.050043,-84.491035,CKEC,901
20162017,034,FAYETTE,165,Fayette County,057,Liberty Elementary,165057,034165057,210186002207,A1,Entry,5th,Title 1 Eligible - Schoolwide School,711,Mr. Gerry Brooks,2585 LIBERTY RD,,,Lexington,KY,40509,(859) 381-4979,(859) 381-3468,38.019319,-84.432809,CKEC,901
20162017,034,FAYETTE,165,Fayette County,068,Locust Trace AgriScience Center,165068,034165068,210186002362,A2,9th,12th,Not a Title 1 School,,Mrs. Anne DeMott,238 Locust Trace Rd,,,Lexington,KY,40511,(859) 381-3990,,38.10583,-84.571278,CKEC,901
20162017,034,FAYETTE,165,Fayette County,072,Madeline M Breckinridge Elem School,165072,034165072,210186000372,A1,Preschool,5th,Title 1 Eligible - Schoolwide School,625,Michael J Price,2101 St. Mathilda Dr.,,,Lexington,KY,40502,(859) 381-3273,(859) 381-3284,38.023368,-84.461628,CKEC,901
20162017,034,FAYETTE,165,Fayette County,021,Martin L King Acad for Excellence Alt,165021,034165021,210186001848,A5,6th,12th,Not a Title 1 School,228,Mark Sellers,2200 Liberty Rd,,,Lexington,KY,40505,(859) 381-4040,(859) 381-4031,38.025612,-84.448553,CKEC,901
20162017,034,FAYETTE,165,Fayette County,180,Mary Todd Elementary School,165180,034165180,210186000389,A1,Preschool,5th,Title 1 Eligible - Schoolwide School,472,Freda Asher,551 Parkside Dr,,,Lexington,KY,40505,(859) 381-3512,(859) 381-3720,38.082735,-84.45314,CKEC,901
20162017,034,FAYETTE,165,Fayette County,074,Maxwell Spanish Immersion Elem School,165074,034165074,210186000373,A1,Entry,5th,Not a Title 1 School,533,Mr. Robert Crawford,301 Woodland Ave,,,Lexington,KY,40508,(859) 381-3516,(859) 381-3517,38.036259,-84.493914,CKEC,901
20162017,034,FAYETTE,165,Fayette County,160,Meadowthorpe Elementary School,165160,034165160,210186000387,A1,Preschool,5th,Title 1 Eligible - Schoolwide School,549,Stephanie Urbanek,1710  N. Forbes Rd,,,Lexington,KY,40511,(859) 381-3521,(859) 381-3525,38.073069,-84.527009,CKEC,901
20162017,034,FAYETTE,165,Fayette County,255,Millcreek Elementary School,165255,034165255,210186001419,A1,Preschool,5th,Title 1 Eligible - Schoolwide School,468,Gregory Ross,1212 Reva Ridge Way,,,Lexington,KY,40517,(859) 381-3527,(859) 381-3529,37.975375,-84.48778,CKEC,901
20162017,034,FAYETTE,165,Fayette County,076,Morton Middle School,165076,034165076,210186000374,A1,6th,8th,Title 1 Eligible - No Program,753,Ronda Runyon,1225 Tates Creek Pk,,,Lexington,KY,40502,(859) 381-3533,(859) 381-3536,38.024115,-84.491109,CKEC,901
20162017,034,FAYETTE,165,Fayette County,077,Northern Elementary School,165077,034165077,210186000375,A1,Preschool,5th,Title 1 Eligible - Schoolwide School,543,Meredith Ramage,340 Rookwood Pkwy,,,Lexington,KY,40505,(859) 381-3541,(859) 381-3966,38.063647,-84.463095,CKEC,901
20162017,034,FAYETTE,165,Fayette County,899,Opportunity Middle College,165899,034165899,210186002242,A5,11th,12th,Not a Title 1 School,102,Frank LaBoone,701 E Main St,,,Lexington,KY,40511,(859) 246-6379,(859) 246-6889,38.06836,-84.536547,CKEC,901
20162017,034,FAYETTE,165,Fayette County,200,Paul Laurence Dunbar High School,165200,034165200,210186001669,A1,9th,12th,Title 1 Eligible - No Program,"2,163",Betsy Rains,1600 Man O' War Blvd,,,Lexington,KY,40513,(859) 381-3546,(859) 381-3560,38.017362,-84.576756,CKEC,901
20162017,034,FAYETTE,165,Fayette County,080,Picadome Elementary School,165080,034165080,210186000376,A1,Preschool,5th,Title 1 Eligible - Schoolwide School,472,Jennifer Hutchison,1642 Harrodsburg Rd,,,Lexington,KY,40504,(859) 381-3563,(859) 381-3565,38.030773,-84.527289,CKEC,901
20162017,034,FAYETTE,165,Fayette County,052,Rosa Parks Elementary School,165052,034165052,210186001422,A1,Entry,5th,Not a Title 1 School,733,Leslie Thomas,1251 Beaumont Centre Lane,,,Lexington,KY,40513,(859) 381-3132,(859) 381-3146,38.023931,-84.564779,CKEC,901
20162017,034,FAYETTE,165,Fayette County,090,Russell Cave Elementary School,165090,034165090,210186000380,A1,Entry,5th,Title 1 Eligible - Schoolwide School,289,Ms. Amber Catron,3375 Russell Cave Rd,,,Lexington,KY,40511,(859) 381-3571,(859) 381-3575,38.120603,-84.446018,CKEC,901
20162017,034,FAYETTE,165,Fayette County,111,SAP Program,165111,034165111,,A5,6th,12th,Not a Title 1 School,,Kristi Strother,1155 Red Mile Place,Coleman House,,Lexington,KY,40507,(859) 246-4305,,38.040233,-84.518564,CKEC,901
20162017,034,FAYETTE,165,Fayette County,130,STEAM Academy,165130,034165130,210186002341,A5,9th,12th,Not a Title 1 School,387,Tina Stevenson,123 East 6 Street,,,Lexington,KY,40508,(859) 381-3033,,38.053314,-84.485511,CKEC,901
20162017,034,FAYETTE,165,Fayette County,058,Sandersville Elementary,165058,034165058,210186002189,A1,Entry,5th,Title 1 Eligible - No Program,572,Matthew Marsh,3025 Sandersville Rd,,,Lexington,KY,40511,(859) 381-4980,(859) 381-3712,38.103211,-84.537599,CKEC,901
20162017,034,FAYETTE,165,Fayette County,018,Scapa At Bluegrass,165018,034165018,210186000354,A1,4th,8th,Not a Title 1 School,277,Beth Randolph,400 Lafayette Pkwy,,,Lexington,KY,40503,(859) 381-3332,(859) 381-3334,38.027107,-84.525246,CKEC,901
20162017,034,FAYETTE,165,Fayette County,081,Southern Elementary School,165081,034165081,210186000377,A1,Preschool,5th,Title 1 Eligible - Schoolwide School,525,Leigh McLaughlin,340 Wilson Downing Rd,,,Lexington,KY,40517,(859) 381-3589,(859) 381-3590,37.980379,-84.513669,CKEC,901
20162017,034,FAYETTE,165,Fayette County,525,Southern Middle School,165525,034165525,210186000394,A1,6th,8th,Title 1 Eligible - Schoolwide School,671,Dr. Robert Bell,400 Wilson-Downing Rd,,,Lexington,KY,40517,(859) 381-3582,(859) 381-3588,37.979407,-84.511561,CKEC,901
20162017,034,FAYETTE,165,Fayette County,904,Southside Technical Center,165904,034165904,210186001563,A2,9th,12th,Not a Title 1 School,420,Daryn Morris,1800 Harrodsburg Rd,,,Lexington,KY,40504,(859) 381-3603,(859) 381-3807,38.028729,-84.530231,CKEC,901
20162017,034,FAYETTE,165,Fayette County,082,Squires Elementary School,165082,034165082,210186001584,A1,Preschool,5th,Title 1 Eligible - Schoolwide School,515,Sabrina Adkins,3337 Squire Oak Dr.,,,Lexington,KY,40515,(859) 381-3002,(859) 381-3005,37.970409,-84.458867,CKEC,901
20162017,034,FAYETTE,165,Fayette County,085,Stonewall Elementary School,165085,034165085,210186000378,A1,Entry,5th,Not a Title 1 School,724,William Gatliff,3215 Cornwall Dr,,,Lexington,KY,40503,(859) 381-3079,(859) 381-3080,38.000402,-84.554479,CKEC,901
20162017,034,FAYETTE,165,Fayette County,095,Tates Creek Elementary School,165095,034165095,210186000381,A1,Preschool,5th,Title 1 Eligible - Schoolwide School,666,Carrie Paul,1113 Centre Pkwy,,,Lexington,KY,40517,(859) 381-3606,(859) 381-3772,37.985053,-84.482089,CKEC,901
20162017,034,FAYETTE,165,Fayette County,105,Tates Creek High School,165105,034165105,210186000383,A1,9th,12th,Title 1 Eligible - No Program,"1,787",Marty Mills,1111 Centre Pkwy,,,Lexington,KY,40517,(859) 381-3620,(859) 381-3635,37.984707,-84.479764,CKEC,901
20162017,034,FAYETTE,165,Fayette County,100,Tates Creek Middle School,165100,034165100,210186000382,A1,6th,8th,Title 1 Eligible - Schoolwide School,924,Eric Thornsbury,1105 Centre Pkwy,,,Lexington,KY,40517,(859) 381-3052,(859) 381-3053,37.985271,-84.48115,CKEC,901
20162017,034,FAYETTE,165,Fayette County,054,The Stables,165054,034165054,210186002320,A5,7th,12th,Not a Title 1 School,63,Rachel Baker,4089 Iron Works Pike,,,Lexington,KY,40511,(859) 333-5827,,38.165754,-84.52908,CKEC,901
20162017,034,FAYETTE,165,Fayette County,012,Veterans Park Elementary School,165012,034165012,210186001421,A1,Entry,5th,Not a Title 1 School,782,Molly Dabney,4351 Clearwater Way,,,Lexington,KY,40515,(859) 381-3161,(859) 381-3151,37.959636,-84.501058,CKEC,901
20162017,034,FAYETTE,165,Fayette County,059,Wellington Elementary,165059,034165059,210186002247,A1,Preschool,5th,Not a Title 1 School,702,Ms. Julie Strange,3280 Keithshire Way,,,Lexington,KY,40503,(859) 381-3000,,37.99265,-84.5447,CKEC,901
20162017,034,FAYETTE,165,Fayette County,056,William Wells Brown Elementary,165056,034165056,210186002199,A1,Preschool,5th,Title 1 Eligible - Schoolwide School,327,Mr. Jay Jones,555 E 5th St,,,Lexington,KY,40508,(859) 381-4990,(859) 381-3166,38.045729,-84.479757,CKEC,901
20162017,034,FAYETTE,165,Fayette County,245,Winburn Middle School,165245,034165245,210186000393,A1,6th,8th,Title 1 Eligible - Schoolwide School,637,Miss Whitney Allison,1060 Winburn Dr,,,Lexington,KY,40511,(859) 381-3967,(859) 381-3971,38.087573,-84.47829,CKEC,901
20162017,034,FAYETTE,165,Fayette County,140,Yates Elementary School,165140,034165140,210186000385,A1,Preschool,5th,Title 1 Eligible - Schoolwide School,365,Twanjua Jones,695 E New Circle Rd,,,Lexington,KY,40505,(859) 381-3613,(859) 381-3615,38.048653,-84.453419,CKEC,901
20162017,034,FAYETTE,165,Fayette County,,---District Total---,165,,,,K,12th,,"40,404",Emmanuel Caulk,701 East Main Street,,,Lexington,KY,40502,(859) 381-4100,(859) 381-4194,38.036172,-84.485267,CKEC,901
20162017,035,FLEMING,171,Fleming County,050,E P Ward Elementary School,171050,035171050,210192000400,A1,Entry,6th,Title 1 Eligible - Schoolwide School,179,Mrs. Terra Greer,12811 Morehead Rd,,,Wallingford,KY,41093,(606) 876-2061,(606) 876-4487,38.335819,-83.594162,KEDC,903
20162017,035,FLEMING,171,Fleming County,020,Ewing Elementary School,171020,035171020,210192000396,A1,Entry,6th,Title 1 Eligible - Schoolwide School,273,Ms. Michelle Hunt,5651 Elizaville Rd.,,,Ewing,KY,41039,(606) 267-2601,(606) 267-6024,38.417667,-83.836819,KEDC,903
20162017,035,FLEMING,171,Fleming County,035,Fleming County High School,171035,035171035,210192000398,A1,9th,12th,Title 1 Eligible - Schoolwide School,705,Stephanie Emmons,1658 Elizaville Rd,,,Flemingsburg,KY,41041,(606) 845-6601,(606) 845-3102,38.421549,-83.763978,KEDC,903
20162017,035,FLEMING,171,Fleming County,040,Flemingsburg Elementary School,171040,035171040,210192000399,A1,Entry,6th,Title 1 Eligible - Schoolwide School,555,Kristen Manning,245 W Water St,,,Flemingsburg,KY,41041,(606) 845-9871,(606) 845-2404,38.425702,-83.73938,KEDC,903
20162017,035,FLEMING,171,Fleming County,060,Hillsboro Elementary School,171060,035171060,210192000401,A1,Entry,6th,Title 1 Eligible - Schoolwide School,167,Carol Thompson,7348 Hillsboro Rd,,,Hillsboro,KY,41049,(606) 876-2251,(606) 876-2478,38.296286,-83.658041,KEDC,903
20162017,035,FLEMING,171,Fleming County,030,Simons Middle School,171030,035171030,210192000397,A1,7th,8th,Title 1 Eligible - Schoolwide School,363,Mr. William Bacon,242 W Water St,,,Flemingsburg,KY,41041,(606) 845-9331,(606) 849-2309,38.425931,-83.736691,KEDC,903
20162017,035,FLEMING,171,Fleming County,,---District Total---,171,,,,K,12th,,"2,242",Dr. Brian Creasman,211 W Water St,,,Flemingsburg,KY,41041,(606) 845-5851,(606) 849-3158,38.424856,-83.737016,KEDC,903
20162017,036,FLOYD,175,Floyd County,025,Allen Central High School,175025,036175025,210195000404,A1,9th,12th,Title 1 Eligible - Schoolwide School,393,Larry Begley,442 KY Rt 550,,,Eastern,KY,41622,(606) 358-9543,(606) 358-9247,37.517053,-82.808747,KVEC,904
20162017,036,FLOYD,175,Floyd County,022,Allen Central Middle School,175022,036175022,210195001748,A1,6th,8th,Title 1 Eligible - Schoolwide School,328,Wesley Halbert,183 Rebel Road,,,Eastern,KY,41622,(606) 358-0110,(606) 358-0112,37.507007,-82.815665,KVEC,904
20162017,036,FLOYD,175,Floyd County,020,Allen Elementary School,175020,036175020,210195000403,A1,Preschool,8th,Title 1 Eligible - Schoolwide School,454,Rachel Crider,112 Eagle Ln,,,Allen,KY,41601,(606) 874-2165,(606) 874-5565,37.631525,-82.712701,KVEC,904
20162017,036,FLOYD,175,Floyd County,120,Betsy Layne Elementary School,175120,036175120,210195000407,A1,Preschool,8th,Title 1 Eligible - Schoolwide School,613,John Kidd,256 School St,,,Betsy Layne,KY,41605,(606) 478-9755,(606) 478-9787,37.553814,-82.633323,KVEC,904
20162017,036,FLOYD,175,Floyd County,110,Betsy Layne High School,175110,036175110,210195000406,A1,9th,12th,Title 1 Eligible - Schoolwide School,402,Jody Roberts,554 Bobcat Blvd,,,Stanville,KY,41659,(606) 478-9138,(606) 478-3805,37.562756,-82.637925,KVEC,904
20162017,036,FLOYD,175,Floyd County,450,James A. Duff Elementary School,175450,036175450,210195001671,A1,Preschool,5th,Title 1 Eligible - Schoolwide School,273,Belinda Martin,183 Rebel Rd,,,Eastern,KY,41622,(606) 358-9420,(606) 358-2414,37.507011,-82.815665,KVEC,904
20162017,036,FLOYD,175,Floyd County,440,James D. Adams Middle School,175440,036175440,210195001670,A1,6th,8th,Title 1 Eligible - Schoolwide School,334,Thomas Poe,2520 S Lake Dr,,,Prestonsburg,KY,41653,(606) 886-2671,(606) 886-7026,37.669046,-82.744072,KVEC,904
20162017,036,FLOYD,175,Floyd County,485,John M. Stumbo Elementary School,175485,036175485,210195000415,A1,Preschool,8th,Title 1 Eligible - Schoolwide School,310,Ms. Donna L Robinson,6945 KY Rt 979,,,Grethel,KY,41631,(606) 587-2212,(606) 587-2218,37.47546,-82.656124,KVEC,904
20162017,036,FLOYD,175,Floyd County,021,May Valley Elementary School,175021,036175021,210195001426,A1,Preschool,5th,Title 1 Eligible - Schoolwide School,354,Greta Thornsberry,481 Stephens Br,,,Martin,KY,41649,(606) 285-0883,(606) 285-0884,37.556531,-82.778561,KVEC,904
20162017,036,FLOYD,175,Floyd County,640,McDowell Elementary School,175640,036175640,210195000416,A1,Preschool,5th,Title 1 Eligible - Schoolwide School,222,Zenith Hall,336 KY Rt 680,,,Mc Dowell,KY,41647,(606) 377-6640,(606) 377-6363,37.454332,-82.73391,KVEC,904
20162017,036,FLOYD,175,Floyd County,019,Prestonsburg Elementary School,175019,036175019,210195002210,A1,Preschool,5th,Title 1 Eligible - Schoolwide School,699,Brent Rose,140 S Clark Rd,,,Prestonsburg,KY,41653,(606) 886-3891,(606) 886-9081,37.6528,-82.821278,KVEC,904
20162017,036,FLOYD,175,Floyd County,850,Prestonsburg High School,175850,036175850,210195000423,A1,9th,12th,Title 1 Eligible - Schoolwide School,508,Jerry Butcher,825 Blackcat Boulevard,,,Prestonsburg,KY,41653,(606) 886-2252,(606) 886-1745,37.677046,-82.779425,KVEC,904
20162017,036,FLOYD,175,Floyd County,050,Renaissance Learning Center,175050,036175050,210195001004,A5,9th,12th,Not a Title 1 School,3,Susan Damron,11479 Main St,,,Martin,KY,41649,(606) 285-3634,(606) 285-3031,37.574866,-82.751545,KVEC,904
20162017,036,FLOYD,175,Floyd County,150,South Floyd High/Middle School,175150,036175150,210195000472,A1,6th,12th,Title 1 Eligible - Schoolwide School,491,Mrs. Stacy Shannon,299 Mt Raider Dr Ste 101,,,Hi Hat,KY,41636,(606) 452-9600,(606) 452-2155,37.38267,-82.734762,KVEC,904
20162017,036,FLOYD,175,Floyd County,995,W.D. Osborne Elementary School,175995,036175995,210195000426,A1,Preschool,5th,Title 1 Eligible - Schoolwide School,271,Shella Isaac,43 Osborne Branch Rd,,,Bevinsville,KY,41606,(606) 452-2131,(606) 452-9765,37.364889,-82.73049,KVEC,904
20162017,036,FLOYD,175,Floyd County,,---District Total---,175,,,,K,12th,,"5,655",Dr. Henry Webb,106 North Front Avenue,,,Prestonsburg,KY,41653,(606) 886-2354,(606) 886-8862,37.667261,-82.775342,KVEC,904
20162017,019,CAMPBELL,176,Fort Thomas Independent,010,Highlands High School,176010,019176010,210204000428,A1,9th,12th,Title 1 Eligible - Targeted Assistance School,996,Jeffrey Schneider,2400 Memorial Pkwy,,,Fort Thomas,KY,41075,(859) 781-5900,(859) 442-4221,39.084037,-84.450491,NKCES,905
20162017,019,CAMPBELL,176,Fort Thomas Independent,011,Highlands Middle School,176011,019176011,210204001400,A1,6th,8th,Not a Title 1 School,739,Michael Howton,2350 Memorial Pkwy,,,Fort Thomas,KY,41075,(859) 441-5222,(859) 441-4210,39.085282,-84.450442,NKCES,905
20162017,019,CAMPBELL,176,Fort Thomas Independent,020,Johnson Elementary School,176020,019176020,210204000429,A1,Preschool,5th,Not a Title 1 School,406,Mrs. Ashley Dikeos,1180 N Ft Thomas Ave,,,Fort Thomas,KY,41075,(859) 441-2444,(859) 572-4948,39.09207,-84.447033,NKCES,905
20162017,019,CAMPBELL,176,Fort Thomas Independent,030,Moyer Elementary School,176030,019176030,210204000430,A1,Entry,5th,Not a Title 1 School,517,Dawn Laber,219 Highland Ave,,,Fort Thomas,KY,41075,(859) 441-1180,(859) 441-9440,39.076907,-84.453548,NKCES,905
20162017,019,CAMPBELL,176,Fort Thomas Independent,040,Woodfill Elementary School,176040,019176040,210204000431,A1,Entry,5th,Title 1 Eligible - Targeted Assistance School,397,Keith Faust,1025 Alexandria Pk,,,Fort Thomas,KY,41075,(859) 441-0506,(859) 441-2755,39.059081,-84.451894,NKCES,905
20162017,019,CAMPBELL,176,Fort Thomas Independent,,---District Total---,176,,,,K,12th,,"3,055",Ms. Karen Cheser,28 N Ft Thomas Ave,,,Fort Thomas,KY,41075,(859) 781-3333,(859) 442-4016,39.079591,-84.448163,NKCES,905
20162017,037,FRANKLIN,177,Frankfort Independent,080,Capital City Prep,177080,037177080,210198001524,A5,9th,12th,Title 1 Eligible - Schoolwide School,21,Michael Hefling,104 S. University Drive,,,Frankfort,KY,40601,(502) 597-6573,(502) 875-8652,38.192721,-84.876801,CKEC,901
20162017,037,FRANKLIN,177,Frankfort Independent,070,Frankfort High School,177070,037177070,210198000433,A1,9th,12th,Title 1 Eligible - Schoolwide School,231,John Allen Lyons,328 Shelby St,,,Frankfort,KY,40601,(502) 875-8655,(502) 875-8657,38.19273,-84.876796,CKEC,901
20162017,037,FRANKLIN,177,Frankfort Independent,050,Second Street School,177050,037177050,210198000432,A1,Entry,8th,Title 1 Eligible - Schoolwide School,527,Dr. Dewey Hensley,506 W 2nd St,,,Frankfort,KY,40601,(502) 875-8658,(502) 875-8665,38.195364,-84.881113,CKEC,901
20162017,037,FRANKLIN,177,Frankfort Independent,,---District Total---,177,,,,K,12th,,779,Dr. Houston Barber,959 Leestown Lane,,,Frankfort,KY,40601,(502) 875-8661,(502) 875-8663,38.19539,-84.881113,CKEC,901
20162017,037,FRANKLIN,181,Franklin County,015,Bondurant Middle School,181015,037181015,210201000435,A1,6th,8th,Title 1 Eligible - No Program,689,Mr. Casey Sparrow,Bondurant Dr,,,Frankfort,KY,40601,(502) 875-8440,(502) 875-8442,38.164899,-84.907617,OVEC,906
