SCH_YEAR,CNTYNO,CNTYNAME,DIST_NUMBER,DIST_NAME,SCH_NUMBER,SCH_NAME,SCH_CD,STATE_SCH_ID,NCESID,FINANCE_TYPE,FINANCE_LABEL,FINANCE_VALUE,FINANCE_RANK,COOP,COOP_CODE
20162017,047,HARDIN,152,Elizabethtown Independent,,---District---,152,,,REVENUES AND EXPENDITURES,Expenditures on Student Support,"$957,785",,GRREC,902
20162017,047,HARDIN,152,Elizabethtown Independent,,---District---,152,,,REVENUES AND EXPENDITURES,Expenditures on Administration,"$2,591,962",,GRREC,902
20162017,047,HARDIN,152,Elizabethtown Independent,,---District---,152,,,REVENUES AND EXPENDITURES,Expenditures on Transportation,"$675,187",,GRREC,902
20162017,047,HARDIN,152,Elizabethtown Independent,,---District---,152,,,REVENUES AND EXPENDITURES,Expenditures on Enterprise Operations,"$1,610,390",,GRREC,902
20162017,047,HARDIN,152,Elizabethtown Independent,,---District---,152,,,REVENUES AND EXPENDITURES,Expenditures on Instruction,"$15,001,990",,GRREC,902
20162017,047,HARDIN,152,Elizabethtown Independent,,---District---,152,,,REVENUES AND EXPENDITURES,Total Expenditures,"$26,804,125",,GRREC,902
20162017,047,HARDIN,152,Elizabethtown Independent,,---District---,152,,,REVENUES AND EXPENDITURES,Expenditures on Capital Outlay and Debt,"$2,958,971",,GRREC,902
20162017,047,HARDIN,152,Elizabethtown Independent,,---District---,152,,,REVENUES AND EXPENDITURES,Expenditures on Enterprise Operations per Pupil,$707,146,GRREC,902
20162017,047,HARDIN,152,Elizabethtown Independent,,---District---,152,,,REVENUES AND EXPENDITURES,Expenditures on Instruction per Pupil,"$6,588",63,GRREC,902
20162017,047,HARDIN,152,Elizabethtown Independent,,---District---,152,,,REVENUES AND EXPENDITURES,Expenditures on Instructional Staff Support per Pupil,$437,98,GRREC,902
20162017,047,HARDIN,152,Elizabethtown Independent,,---District---,152,,,REVENUES AND EXPENDITURES,Expenditures on Operations and Maintenance per Pupil,$884,123,GRREC,902
20162017,047,HARDIN,152,Elizabethtown Independent,,---District---,152,,,REVENUES AND EXPENDITURES,Expenditures on Student Support per Pupil,$421,117,GRREC,902
20162017,047,HARDIN,152,Elizabethtown Independent,,---District---,152,,,REVENUES AND EXPENDITURES,Expenditures on Transportation per Pupil,$296,153,GRREC,902
20162017,047,HARDIN,152,Elizabethtown Independent,,---District---,152,,,REVENUES AND EXPENDITURES,Total Expenditures per Pupil,"$11,770",148,GRREC,902
20162017,047,HARDIN,152,Elizabethtown Independent,,---District---,152,,,REVENUES AND EXPENDITURES,Expenditures on Administration per Pupil,"$1,138",114,GRREC,902
20162017,047,HARDIN,152,Elizabethtown Independent,,---District---,152,,,REVENUES AND EXPENDITURES,Expenditures on Capital Outlay and Debt per Pupil,"$1,299",100,GRREC,902
20162017,047,HARDIN,152,Elizabethtown Independent,,---District---,152,,,REVENUES AND EXPENDITURES,Percent of Administrative to Total Expenditures,9.7%,85,GRREC,902
20162017,047,HARDIN,152,Elizabethtown Independent,,---District---,152,,,SALARIES,Average Teacher Salary,"$53,466",12,GRREC,902
20162017,047,HARDIN,152,Elizabethtown Independent,,---District---,152,,,SALARIES,Average Principal Salary,"$90,799",31,GRREC,902
20162017,047,HARDIN,152,Elizabethtown Independent,,---District---,152,,,SALARIES,Total Substitute Teacher Expenditures,"$163,340",,GRREC,902
20162017,047,HARDIN,152,Elizabethtown Independent,,---District---,152,,,SALARIES,Substitute Teacher Expenditures Per Pupil,$72.00,137,GRREC,902
20162017,047,HARDIN,152,Elizabethtown Independent,,---District---,152,,,SEEK,Net General Fund SEEK,"$9,811,554",,GRREC,902
20162017,047,HARDIN,152,Elizabethtown Independent,,---District---,152,,,SEEK,Capital Outlay,"$216,121",,GRREC,902
20162017,047,HARDIN,152,Elizabethtown Independent,,---District---,152,,,SEEK,Net General Fund SEEK per Pupil,"$4,540",96,GRREC,902
20162017,047,HARDIN,152,Elizabethtown Independent,,---District---,152,,,SEEK,Building Fund - State,"$970,374",,GRREC,902
20162017,047,HARDIN,152,Elizabethtown Independent,,---District---,152,,,SEEK,Building Fund - Local,"$721,850",,GRREC,902
20162017,047,HARDIN,152,Elizabethtown Independent,,---District---,152,,,SEEK,Transportation SEEK Funding,"$526,816",,GRREC,902
20162017,047,HARDIN,152,Elizabethtown Independent,,---District---,152,,,SEEK,Actual Transportation Expenditures,"$675,187",,GRREC,902
20162017,047,HARDIN,152,Elizabethtown Independent,,---District---,152,,,SEEK,Percent of Actual Transportation Expenditures Funded by SEEK,78.03%,10,GRREC,902
20162017,047,HARDIN,152,Elizabethtown Independent,,---District---,152,,,TAX,Assessment,"$721,850,566",,GRREC,902
20162017,047,HARDIN,152,Elizabethtown Independent,,---District---,152,,,TAX,Assessment per Pupil,"$334,003",115,GRREC,902
20162017,047,HARDIN,152,Elizabethtown Independent,,---District---,152,,,TAX,Real Estate Tax,78.0,31,GRREC,902
20162017,047,HARDIN,152,Elizabethtown Independent,,---District---,152,,,TAX,Tangible / Personal Property Tax,78.0,31,GRREC,902
20162017,047,HARDIN,152,Elizabethtown Independent,,---District---,152,,,TAX,Levied Equivalent Rate,83.9,38,GRREC,902
20162017,047,HARDIN,152,Elizabethtown Independent,,---District---,152,,,TAX,30-cent Local Effort,"$2,165,552",,GRREC,902
20162017,032,ELLIOTT,155,Elliott County,,---District---,155,,,FINANCIAL SUMMARY,SEEK Average Daily Attendance (SEEK ADA),941.63,135,KEDC,903
20162017,032,ELLIOTT,155,Elliott County,,---District---,155,,,FINANCIAL SUMMARY,Average Daily Membership (ADM),"1,054.25",134,KEDC,903
20162017,032,ELLIOTT,155,Elliott County,,---District---,155,,,FINANCIAL SUMMARY,Average Daily Attendance (ADA) no adjustments,985.89,135,KEDC,903
20162017,032,ELLIOTT,155,Elliott County,,---District---,155,,,FINANCIAL SUMMARY,Fund Balance,"$330,680",,KEDC,903
20162017,032,ELLIOTT,155,Elliott County,,---District---,155,,,FINANCIAL SUMMARY,Fund Balance Percentage,4.23%,167,KEDC,903
20162017,032,ELLIOTT,155,Elliott County,,---District---,155,,,FINANCIAL SUMMARY,4% or Above Adopted Rate,No,,KEDC,903
20162017,032,ELLIOTT,155,Elliott County,,---District---,155,,,FINANCIAL SUMMARY,FTE Certified Staff,88.0,132,KEDC,903
20162017,032,ELLIOTT,155,Elliott County,,---District---,155,,,FINANCIAL SUMMARY,FTE Certified Staff - Teachers,75.0,131,KEDC,903
20162017,032,ELLIOTT,155,Elliott County,,---District---,155,,,FINANCIAL SUMMARY,FTE Classified Staff,72.0,131,KEDC,903
20162017,032,ELLIOTT,155,Elliott County,,---District---,155,,,FINANCIAL SUMMARY,Percent of Salaries and Benefits to Total Expenditures,79.49%,163,KEDC,903
20162017,032,ELLIOTT,155,Elliott County,,---District---,155,,,FINANCIAL SUMMARY,Bonding Capacity to Revenue Ratio,,1,KEDC,903
20162017,032,ELLIOTT,155,Elliott County,,---District---,155,,,REVENUES AND EXPENDITURES,Capital Outlay and Other Revenue,"$2,562,261",,KEDC,903
20162017,032,ELLIOTT,155,Elliott County,,---District---,155,,,REVENUES AND EXPENDITURES,Federal Revenue,"$1,843,934",,KEDC,903
20162017,032,ELLIOTT,155,Elliott County,,---District---,155,,,REVENUES AND EXPENDITURES,Local Revenue,"$1,466,010",,KEDC,903
20162017,032,ELLIOTT,155,Elliott County,,---District---,155,,,REVENUES AND EXPENDITURES,State Revenue,"$8,811,928",,KEDC,903
20162017,032,ELLIOTT,155,Elliott County,,---District---,155,,,REVENUES AND EXPENDITURES,Total Revenue,"$14,684,133",,KEDC,903
20162017,032,ELLIOTT,155,Elliott County,,---District---,155,,,REVENUES AND EXPENDITURES,Capital Outlay and Other Revenue per Pupil,"$2,599",32,KEDC,903
20162017,032,ELLIOTT,155,Elliott County,,---District---,155,,,REVENUES AND EXPENDITURES,Federal Revenue per Pupil,"$1,870",61,KEDC,903
20162017,032,ELLIOTT,155,Elliott County,,---District---,155,,,REVENUES AND EXPENDITURES,Local Revenue per Pupil,"$1,487",167,KEDC,903
20162017,032,ELLIOTT,155,Elliott County,,---District---,155,,,REVENUES AND EXPENDITURES,State Revenue per Pupil,"$8,938",17,KEDC,903
20162017,032,ELLIOTT,155,Elliott County,,---District---,155,,,REVENUES AND EXPENDITURES,Total Revenue per Pupil,"$14,894",43,KEDC,903
20162017,032,ELLIOTT,155,Elliott County,,---District---,155,,,REVENUES AND EXPENDITURES,Expenditures on Administration,"$1,447,205",,KEDC,903
20162017,032,ELLIOTT,155,Elliott County,,---District---,155,,,REVENUES AND EXPENDITURES,Expenditures on Capital Outlay and Debt,"$3,412,495",,KEDC,903
20162017,032,ELLIOTT,155,Elliott County,,---District---,155,,,REVENUES AND EXPENDITURES,Expenditures on Enterprise Operations,"$1,039,324",,KEDC,903
20162017,032,ELLIOTT,155,Elliott County,,---District---,155,,,REVENUES AND EXPENDITURES,Expenditures on Instruction,"$6,327,437",,KEDC,903
20162017,032,ELLIOTT,155,Elliott County,,---District---,155,,,REVENUES AND EXPENDITURES,Expenditures on Instructional Staff Support,"$238,841",,KEDC,903
20162017,032,ELLIOTT,155,Elliott County,,---District---,155,,,REVENUES AND EXPENDITURES,Expenditures on Operations and Maintenance,"$965,793",,KEDC,903
20162017,032,ELLIOTT,155,Elliott County,,---District---,155,,,REVENUES AND EXPENDITURES,Expenditures on Student Support,"$119,457",,KEDC,903
20162017,032,ELLIOTT,155,Elliott County,,---District---,155,,,REVENUES AND EXPENDITURES,Expenditures on Transportation,"$1,154,718",,KEDC,903
20162017,032,ELLIOTT,155,Elliott County,,---District---,155,,,REVENUES AND EXPENDITURES,Total Expenditures,"$14,705,269",,KEDC,903
20162017,032,ELLIOTT,155,Elliott County,,---District---,155,,,REVENUES AND EXPENDITURES,Expenditures on Instruction per Pupil,"$6,418",79,KEDC,903
20162017,032,ELLIOTT,155,Elliott County,,---District---,155,,,REVENUES AND EXPENDITURES,Expenditures on Transportation per Pupil,"$1,171",4,KEDC,903
20162017,032,ELLIOTT,155,Elliott County,,---District---,155,,,REVENUES AND EXPENDITURES,Expenditures on Administration per Pupil,"$1,468",60,KEDC,903
20162017,032,ELLIOTT,155,Elliott County,,---District---,155,,,REVENUES AND EXPENDITURES,Expenditures on Capital Outlay and Debt per Pupil,"$3,461",40,KEDC,903
20162017,032,ELLIOTT,155,Elliott County,,---District---,155,,,REVENUES AND EXPENDITURES,Expenditures on Enterprise Operations per Pupil,"$1,054",39,KEDC,903
20162017,032,ELLIOTT,155,Elliott County,,---District---,155,,,REVENUES AND EXPENDITURES,Total Expenditures per Pupil,"$14,916",49,KEDC,903
20162017,032,ELLIOTT,155,Elliott County,,---District---,155,,,REVENUES AND EXPENDITURES,Expenditures on Instructional Staff Support per Pupil,$242,157,KEDC,903
20162017,032,ELLIOTT,155,Elliott County,,---District---,155,,,REVENUES AND EXPENDITURES,Expenditures on Operations and Maintenance per Pupil,$980,88,KEDC,903
20162017,032,ELLIOTT,155,Elliott County,,---District---,155,,,REVENUES AND EXPENDITURES,Expenditures on Student Support per Pupil,$121,171,KEDC,903
20162017,032,ELLIOTT,155,Elliott County,,---District---,155,,,REVENUES AND EXPENDITURES,Percent of Administrative to Total Expenditures,9.8%,82,KEDC,903
20162017,032,ELLIOTT,155,Elliott County,,---District---,155,,,SALARIES,Average Teacher Salary,"$46,514",145,KEDC,903
20162017,032,ELLIOTT,155,Elliott County,,---District---,155,,,SALARIES,Average Principal Salary,"$61,850",173,KEDC,903
20162017,032,ELLIOTT,155,Elliott County,,---District---,155,,,SALARIES,Total Substitute Teacher Expenditures,"$102,252",,KEDC,903
20162017,032,ELLIOTT,155,Elliott County,,---District---,155,,,SALARIES,Substitute Teacher Expenditures Per Pupil,$104.00,66,KEDC,903
20162017,032,ELLIOTT,155,Elliott County,,---District---,155,,,SEEK,Net General Fund SEEK,"$5,351,851",,KEDC,903
20162017,032,ELLIOTT,155,Elliott County,,---District---,155,,,SEEK,Capital Outlay,"$94,163",,KEDC,903
20162017,032,ELLIOTT,155,Elliott County,,---District---,155,,,SEEK,Net General Fund SEEK per Pupil,"$5,684",9,KEDC,903
20162017,032,ELLIOTT,155,Elliott County,,---District---,155,,,SEEK,Building Fund - State,"$264,384",,KEDC,903
20162017,032,ELLIOTT,155,Elliott County,,---District---,155,,,SEEK,Building Fund - Local,"$104,263",,KEDC,903
20162017,032,ELLIOTT,155,Elliott County,,---District---,155,,,SEEK,Transportation SEEK Funding,"$522,637",,KEDC,903
20162017,032,ELLIOTT,155,Elliott County,,---District---,155,,,SEEK,Actual Transportation Expenditures,"$1,154,718",,KEDC,903
20162017,032,ELLIOTT,155,Elliott County,,---District---,155,,,SEEK,Percent of Actual Transportation Expenditures Funded by SEEK,45.26%,117,KEDC,903
20162017,032,ELLIOTT,155,Elliott County,,---District---,155,,,TAX,Assessment,"$208,525,333",,KEDC,903
20162017,032,ELLIOTT,155,Elliott County,,---District---,155,,,TAX,Assessment per Pupil,"$221,452",154,KEDC,903
20162017,032,ELLIOTT,155,Elliott County,,---District---,155,,,TAX,Real Estate Tax,42.5,159,KEDC,903
20162017,032,ELLIOTT,155,Elliott County,,---District---,155,,,TAX,Tangible / Personal Property Tax,42.5,159,KEDC,903
20162017,032,ELLIOTT,155,Elliott County,,---District---,155,,,TAX,Levied Equivalent Rate,57.1,142,KEDC,903
20162017,032,ELLIOTT,155,Elliott County,,---District---,155,,,TAX,30-cent Local Effort,"$625,576",,KEDC,903
20162017,052,HENRY,156,Eminence Independent,,---District---,156,,,FINANCIAL SUMMARY,SEEK Average Daily Attendance (SEEK ADA),812.50,143,OVEC,906
20162017,052,HENRY,156,Eminence Independent,,---District---,156,,,FINANCIAL SUMMARY,Average Daily Membership (ADM),887.52,143,OVEC,906
20162017,052,HENRY,156,Eminence Independent,,---District---,156,,,FINANCIAL SUMMARY,Average Daily Attendance (ADA) no adjustments,843.81,143,OVEC,906
20162017,052,HENRY,156,Eminence Independent,,---District---,156,,,FINANCIAL SUMMARY,Fund Balance,"$2,092,596",,OVEC,906
20162017,052,HENRY,156,Eminence Independent,,---District---,156,,,FINANCIAL SUMMARY,Fund Balance Percentage,32.86%,33,OVEC,906
20162017,052,HENRY,156,Eminence Independent,,---District---,156,,,FINANCIAL SUMMARY,4% or Above Adopted Rate,No,,OVEC,906
20162017,052,HENRY,156,Eminence Independent,,---District---,156,,,FINANCIAL SUMMARY,FTE Certified Staff,65.7,150,OVEC,906
20162017,052,HENRY,156,Eminence Independent,,---District---,156,,,FINANCIAL SUMMARY,FTE Certified Staff - Teachers,53.2,150,OVEC,906
20162017,052,HENRY,156,Eminence Independent,,---District---,156,,,FINANCIAL SUMMARY,FTE Classified Staff,34.9,158,OVEC,906
20162017,052,HENRY,156,Eminence Independent,,---District---,156,,,FINANCIAL SUMMARY,Percent of Salaries and Benefits to Total Expenditures,77.10%,170,OVEC,906
20162017,052,HENRY,156,Eminence Independent,,---District---,156,,,FINANCIAL SUMMARY,Bonding Capacity to Revenue Ratio,,1,OVEC,906
20162017,052,HENRY,156,Eminence Independent,,---District---,156,,,REVENUES AND EXPENDITURES,Total Revenue,"$9,426,708",,OVEC,906
20162017,052,HENRY,156,Eminence Independent,,---District---,156,,,REVENUES AND EXPENDITURES,State Revenue,"$6,384,389",,OVEC,906
20162017,052,HENRY,156,Eminence Independent,,---District---,156,,,REVENUES AND EXPENDITURES,Local Revenue,"$2,094,749",,OVEC,906
20162017,052,HENRY,156,Eminence Independent,,---District---,156,,,REVENUES AND EXPENDITURES,Federal Revenue,"$947,571",,OVEC,906
20162017,052,HENRY,156,Eminence Independent,,---District---,156,,,REVENUES AND EXPENDITURES,Capital Outlay and Other Revenue,$0,,OVEC,906
20162017,052,HENRY,156,Eminence Independent,,---District---,156,,,REVENUES AND EXPENDITURES,Capital Outlay and Other Revenue per Pupil,$0,150,OVEC,906
20162017,052,HENRY,156,Eminence Independent,,---District---,156,,,REVENUES AND EXPENDITURES,Federal Revenue per Pupil,"$1,123",143,OVEC,906
20162017,052,HENRY,156,Eminence Independent,,---District---,156,,,REVENUES AND EXPENDITURES,Local Revenue per Pupil,"$2,482",113,OVEC,906
20162017,052,HENRY,156,Eminence Independent,,---District---,156,,,REVENUES AND EXPENDITURES,State Revenue per Pupil,"$7,566",96,OVEC,906
20162017,052,HENRY,156,Eminence Independent,,---District---,156,,,REVENUES AND EXPENDITURES,Total Revenue per Pupil,"$11,172",168,OVEC,906
20162017,052,HENRY,156,Eminence Independent,,---District---,156,,,REVENUES AND EXPENDITURES,Expenditures on Administration,"$1,089,137",,OVEC,906
20162017,052,HENRY,156,Eminence Independent,,---District---,156,,,REVENUES AND EXPENDITURES,Expenditures on Capital Outlay and Debt,"$1,841,352",,OVEC,906
20162017,052,HENRY,156,Eminence Independent,,---District---,156,,,REVENUES AND EXPENDITURES,Total Expenditures,"$10,520,502",,OVEC,906
20162017,052,HENRY,156,Eminence Independent,,---District---,156,,,REVENUES AND EXPENDITURES,Expenditures on Transportation,"$208,257",,OVEC,906
20162017,052,HENRY,156,Eminence Independent,,---District---,156,,,REVENUES AND EXPENDITURES,Expenditures on Student Support,"$111,870",,OVEC,906
20162017,052,HENRY,156,Eminence Independent,,---District---,156,,,REVENUES AND EXPENDITURES,Expenditures on Operations and Maintenance,"$987,032",,OVEC,906
20162017,052,HENRY,156,Eminence Independent,,---District---,156,,,REVENUES AND EXPENDITURES,Expenditures on Instructional Staff Support,"$357,014",,OVEC,906
20162017,052,HENRY,156,Eminence Independent,,---District---,156,,,REVENUES AND EXPENDITURES,Expenditures on Instruction,"$5,311,670",,OVEC,906
20162017,052,HENRY,156,Eminence Independent,,---District---,156,,,REVENUES AND EXPENDITURES,Expenditures on Enterprise Operations,"$614,171",,OVEC,906
20162017,052,HENRY,156,Eminence Independent,,---District---,156,,,REVENUES AND EXPENDITURES,Expenditures on Administration per Pupil,"$1,291",87,OVEC,906
20162017,052,HENRY,156,Eminence Independent,,---District---,156,,,REVENUES AND EXPENDITURES,Expenditures on Transportation per Pupil,$247,158,OVEC,906
20162017,052,HENRY,156,Eminence Independent,,---District---,156,,,REVENUES AND EXPENDITURES,Expenditures on Student Support per Pupil,$133,169,OVEC,906
20162017,052,HENRY,156,Eminence Independent,,---District---,156,,,REVENUES AND EXPENDITURES,Expenditures on Operations and Maintenance per Pupil,"$1,170",37,OVEC,906
20162017,052,HENRY,156,Eminence Independent,,---District---,156,,,REVENUES AND EXPENDITURES,Total Expenditures per Pupil,"$12,468",116,OVEC,906
20162017,052,HENRY,156,Eminence Independent,,---District---,156,,,REVENUES AND EXPENDITURES,Expenditures on Instruction per Pupil,"$6,295",92,OVEC,906
20162017,052,HENRY,156,Eminence Independent,,---District---,156,,,REVENUES AND EXPENDITURES,Expenditures on Enterprise Operations per Pupil,$728,141,OVEC,906
20162017,052,HENRY,156,Eminence Independent,,---District---,156,,,REVENUES AND EXPENDITURES,Expenditures on Capital Outlay and Debt per Pupil,"$2,182",73,OVEC,906
20162017,052,HENRY,156,Eminence Independent,,---District---,156,,,REVENUES AND EXPENDITURES,Expenditures on Instructional Staff Support per Pupil,$423,105,OVEC,906
20162017,052,HENRY,156,Eminence Independent,,---District---,156,,,REVENUES AND EXPENDITURES,Percent of Administrative to Total Expenditures,10.4%,66,OVEC,906
20162017,052,HENRY,156,Eminence Independent,,---District---,156,,,SALARIES,Average Teacher Salary,"$43,888",168,OVEC,906
20162017,052,HENRY,156,Eminence Independent,,---District---,156,,,SALARIES,Average Principal Salary,"$86,830",50,OVEC,906
20162017,052,HENRY,156,Eminence Independent,,---District---,156,,,SALARIES,Total Substitute Teacher Expenditures,"$97,300",,OVEC,906
20162017,052,HENRY,156,Eminence Independent,,---District---,156,,,SALARIES,Substitute Teacher Expenditures Per Pupil,$115.00,46,OVEC,906
20162017,052,HENRY,156,Eminence Independent,,---District---,156,,,SEEK,Net General Fund SEEK,"$3,957,434",,OVEC,906
20162017,052,HENRY,156,Eminence Independent,,---District---,156,,,SEEK,Capital Outlay,"$81,250",,OVEC,906
20162017,052,HENRY,156,Eminence Independent,,---District---,156,,,SEEK,Net General Fund SEEK per Pupil,"$4,871",60,OVEC,906
20162017,052,HENRY,156,Eminence Independent,,---District---,156,,,SEEK,Building Fund - State,"$471,256",,OVEC,906
20162017,052,HENRY,156,Eminence Independent,,---District---,156,,,SEEK,Building Fund - Local,"$164,932",,OVEC,906
20162017,052,HENRY,156,Eminence Independent,,---District---,156,,,SEEK,Transportation SEEK Funding,"$167,424",,OVEC,906
20162017,052,HENRY,156,Eminence Independent,,---District---,156,,,SEEK,Actual Transportation Expenditures,"$208,257",,OVEC,906
20162017,052,HENRY,156,Eminence Independent,,---District---,156,,,SEEK,Percent of Actual Transportation Expenditures Funded by SEEK,80.39%,9,OVEC,906
20162017,052,HENRY,156,Eminence Independent,,---District---,156,,,TAX,Assessment,"$164,931,934",,OVEC,906
20162017,052,HENRY,156,Eminence Independent,,---District---,156,,,TAX,Assessment per Pupil,"$202,993",163,OVEC,906
20162017,052,HENRY,156,Eminence Independent,,---District---,156,,,TAX,Real Estate Tax,80.2,27,OVEC,906
20162017,052,HENRY,156,Eminence Independent,,---District---,156,,,TAX,Tangible / Personal Property Tax,80.2,27,OVEC,906
20162017,052,HENRY,156,Eminence Independent,,---District---,156,,,TAX,Levied Equivalent Rate,89.4,28,OVEC,906
20162017,052,HENRY,156,Eminence Independent,,---District---,156,,,TAX,30-cent Local Effort,"$494,796",,OVEC,906
20162017,059,KENTON,157,Erlanger-Elsmere Independent,,---District---,157,,,FINANCIAL SUMMARY,SEEK Average Daily Attendance (SEEK ADA),"2,156.00",80,NKCES,905
20162017,059,KENTON,157,Erlanger-Elsmere Independent,,---District---,157,,,FINANCIAL SUMMARY,Average Daily Membership (ADM),"2,311.25",81,NKCES,905
20162017,059,KENTON,157,Erlanger-Elsmere Independent,,---District---,157,,,FINANCIAL SUMMARY,Average Daily Attendance (ADA) no adjustments,"2,205.22",80,NKCES,905
20162017,059,KENTON,157,Erlanger-Elsmere Independent,,---District---,157,,,FINANCIAL SUMMARY,Fund Balance,"$5,546,592",,NKCES,905
20162017,059,KENTON,157,Erlanger-Elsmere Independent,,---District---,157,,,FINANCIAL SUMMARY,Fund Balance Percentage,29.52%,43,NKCES,905
20162017,059,KENTON,157,Erlanger-Elsmere Independent,,---District---,157,,,FINANCIAL SUMMARY,4% or Above Adopted Rate,Yes,,NKCES,905
20162017,059,KENTON,157,Erlanger-Elsmere Independent,,---District---,157,,,FINANCIAL SUMMARY,FTE Certified Staff,201.1,73,NKCES,905
20162017,059,KENTON,157,Erlanger-Elsmere Independent,,---District---,157,,,FINANCIAL SUMMARY,FTE Certified Staff - Teachers,156.2,80,NKCES,905
20162017,059,KENTON,157,Erlanger-Elsmere Independent,,---District---,157,,,FINANCIAL SUMMARY,FTE Classified Staff,150.2,101,NKCES,905
20162017,059,KENTON,157,Erlanger-Elsmere Independent,,---District---,157,,,FINANCIAL SUMMARY,Percent of Salaries and Benefits to Total Expenditures,86.28%,44,NKCES,905
20162017,059,KENTON,157,Erlanger-Elsmere Independent,,---District---,157,,,FINANCIAL SUMMARY,Bonding Capacity to Revenue Ratio,,1,NKCES,905
20162017,059,KENTON,157,Erlanger-Elsmere Independent,,---District---,157,,,REVENUES AND EXPENDITURES,Local Revenue,"$9,991,545",,NKCES,905
20162017,059,KENTON,157,Erlanger-Elsmere Independent,,---District---,157,,,REVENUES AND EXPENDITURES,State Revenue,"$15,368,273",,NKCES,905
20162017,059,KENTON,157,Erlanger-Elsmere Independent,,---District---,157,,,REVENUES AND EXPENDITURES,Total Revenue,"$35,443,792",,NKCES,905
20162017,059,KENTON,157,Erlanger-Elsmere Independent,,---District---,157,,,REVENUES AND EXPENDITURES,Capital Outlay and Other Revenue,"$5,273,904",,NKCES,905
20162017,059,KENTON,157,Erlanger-Elsmere Independent,,---District---,157,,,REVENUES AND EXPENDITURES,Federal Revenue,"$4,810,071",,NKCES,905
20162017,059,KENTON,157,Erlanger-Elsmere Independent,,---District---,157,,,REVENUES AND EXPENDITURES,Federal Revenue per Pupil,"$2,181",36,NKCES,905
20162017,059,KENTON,157,Erlanger-Elsmere Independent,,---District---,157,,,REVENUES AND EXPENDITURES,Capital Outlay and Other Revenue per Pupil,"$2,392",36,NKCES,905
20162017,059,KENTON,157,Erlanger-Elsmere Independent,,---District---,157,,,REVENUES AND EXPENDITURES,Local Revenue per Pupil,"$4,531",29,NKCES,905
20162017,059,KENTON,157,Erlanger-Elsmere Independent,,---District---,157,,,REVENUES AND EXPENDITURES,Total Revenue per Pupil,"$16,073",30,NKCES,905
20162017,059,KENTON,157,Erlanger-Elsmere Independent,,---District---,157,,,REVENUES AND EXPENDITURES,State Revenue per Pupil,"$6,969",128,NKCES,905
20162017,059,KENTON,157,Erlanger-Elsmere Independent,,---District---,157,,,REVENUES AND EXPENDITURES,Expenditures on Transportation,"$432,267",,NKCES,905
20162017,059,KENTON,157,Erlanger-Elsmere Independent,,---District---,157,,,REVENUES AND EXPENDITURES,Total Expenditures,"$29,845,961",,NKCES,905
20162017,059,KENTON,157,Erlanger-Elsmere Independent,,---District---,157,,,REVENUES AND EXPENDITURES,Expenditures on Student Support,"$1,459,823",,NKCES,905
20162017,059,KENTON,157,Erlanger-Elsmere Independent,,---District---,157,,,REVENUES AND EXPENDITURES,Expenditures on Operations and Maintenance,"$1,896,201",,NKCES,905
20162017,059,KENTON,157,Erlanger-Elsmere Independent,,---District---,157,,,REVENUES AND EXPENDITURES,Expenditures on Instructional Staff Support,"$1,539,981",,NKCES,905
20162017,059,KENTON,157,Erlanger-Elsmere Independent,,---District---,157,,,REVENUES AND EXPENDITURES,Expenditures on Instruction,"$15,995,857",,NKCES,905
20162017,059,KENTON,157,Erlanger-Elsmere Independent,,---District---,157,,,REVENUES AND EXPENDITURES,Expenditures on Capital Outlay and Debt,"$2,556,384",,NKCES,905
20162017,059,KENTON,157,Erlanger-Elsmere Independent,,---District---,157,,,REVENUES AND EXPENDITURES,Expenditures on Enterprise Operations,"$2,207,998",,NKCES,905
20162017,059,KENTON,157,Erlanger-Elsmere Independent,,---District---,157,,,REVENUES AND EXPENDITURES,Expenditures on Administration,"$3,757,451",,NKCES,905
20162017,059,KENTON,157,Erlanger-Elsmere Independent,,---District---,157,,,REVENUES AND EXPENDITURES,Expenditures on Student Support per Pupil,$662,28,NKCES,905
20162017,059,KENTON,157,Erlanger-Elsmere Independent,,---District---,157,,,REVENUES AND EXPENDITURES,Expenditures on Instructional Staff Support per Pupil,$698,33,NKCES,905
20162017,059,KENTON,157,Erlanger-Elsmere Independent,,---District---,157,,,REVENUES AND EXPENDITURES,Total Expenditures per Pupil,"$13,534",84,NKCES,905
20162017,059,KENTON,157,Erlanger-Elsmere Independent,,---District---,157,,,REVENUES AND EXPENDITURES,Expenditures on Transportation per Pupil,$196,164,NKCES,905
20162017,059,KENTON,157,Erlanger-Elsmere Independent,,---District---,157,,,REVENUES AND EXPENDITURES,Expenditures on Operations and Maintenance per Pupil,$860,132,NKCES,905
20162017,059,KENTON,157,Erlanger-Elsmere Independent,,---District---,157,,,REVENUES AND EXPENDITURES,Expenditures on Administration per Pupil,"$1,704",31,NKCES,905
20162017,059,KENTON,157,Erlanger-Elsmere Independent,,---District---,157,,,REVENUES AND EXPENDITURES,Expenditures on Capital Outlay and Debt per Pupil,"$1,159",111,NKCES,905
20162017,059,KENTON,157,Erlanger-Elsmere Independent,,---District---,157,,,REVENUES AND EXPENDITURES,Expenditures on Enterprise Operations per Pupil,"$1,001",51,NKCES,905
